"","scientificName","eventDate","author","provenance","url","geometry"
"5773","Carcinus maenas","2005-06-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(42625.4750599603, 97119.5213349806)
"5774","Carcinus maenas","2005-06-25","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75804.3877860773, 121249.880794227)
"5775","Carcinus maenas","2014-07-31","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-3330.48121004001, 124695.664482878)
"5776","Carcinus maenas","2007-07-12","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(44510.5351965301, 80189.8671099539)
"5777","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(158684.025241963, 69901.0102487595)
"5778","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-69248.1784791956, 77695.3627250934)
"5779","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(63179.8128290672, 119250.923777119)
"5780","Carcinus maenas","2010-05-25","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(27936.49196822, 41817.4045220471)
"5781","Carcinus maenas","2009-07-20","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(159173.355348714, 149605.75090842)
"5782","Carcinus maenas","2009-10-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-25246.1779340718, 99330.7317742228)
"5783","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(40247.6405573997, 99893.438598562)
"5784","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-190098.974313843, 9051.14498384695)
"5785","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(193365.64108188, 97271.1826975237)
"5786","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(41966.170039756, 98295.6618794884)
"5787","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43891.068690601, 81113.4507893762)
"5788","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-96133.8421291287, -92251.9373881463)
"5789","Carcinus maenas","2009-06-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(130418.107466316, 87179.3978921298)
"5790","Carcinus maenas","2007-09-11","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(42625.4750599603, 97119.5213349806)
"5791","Carcinus maenas","2014-07-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(130418.107466316, 87179.3978921298)
"5792","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-90451.0999128225, -84036.2699909486)
"5793","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(104867.997684273, 39270.5155568134)
"5794","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(157681.518858336, 140708.575788163)
"5795","Carcinus maenas","2010-09-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(128201.927746704, 88302.282672237)
"5796","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-100205.321864328, 103201.803986696)
"5797","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(18029.8525128477, -54144.0083527301)
"5798","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(45732.4285585107, 81857.8731447972)
"5799","Carcinus maenas","2010-07-15","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-3704.88565717121, 103469.192484939)
"5800","Botrylloides violaceus","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(43906.7946334719, 97844.549953352)
"5801","Carcinus maenas","1958-08-18T12:00:00Z","MIDI","OBIS","https://obis.org/dataset/56e46fd2-6162-4677-af50-9410fe08f834",c(-88726.3220326655, 9882.30056647942)
"5802","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76371.9164336615, 121362.330416048)
"5803","Carcinus maenas","2006-09-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(44510.5351965301, 80189.8671099539)
"5804","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-97082.6559575242, -91119.8934871902)
"5805","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-110151.987278056, 105452.01425157)
"5806","Carcinus maenas","2011-08-15","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75621.2560694099, 121042.468877622)
"5807","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(92797.485014891, 40558.2567618978)
"5808","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-178922.404603039, -168864.918468755)
"5809","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-220793.987662483, -171376.091751633)
"5810","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(35438.8321342872, 96454.7550212688)
"5811","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-96023.9989538544, -93045.7754733673)
"5812","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43891.068690601, 81113.4507893762)
"5813","Caprella mutica","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(29732.1803740457, 125872.89004395)
"5814","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-96115.5664594847, -92306.6538878869)
"5815","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(128204.303364148, 88198.1888605026)
"5816","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42078.9501119978, 81018.7233665243)
"5817","Carcinus maenas","2014-08-14","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(95690.9174247968, 43297.4708621779)
"5818","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-68691.9326598208, 184074.764115605)
"5819","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(129703.480899098, 40037.0330287144)
"5820","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76056.5299762317, 120740.484688771)
"5821","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76140.9083722493, 120759.304617948)
"5822","Carcinus maenas","2010-08-18","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(127158.595377014, 87756.6168600355)
"5823","Botrylloides violaceus","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(104917.049885958, 39226.8872491717)
"5824","Carcinus maenas","2010-05-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43550.0365819694, 83040.0263804333)
"5825","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-162008.677125175, -30827.171471032)
"5826","Carcinus maenas","2014-07-19","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(91897.0354608452, 38447.1070536435)
"5827","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(160067.521639833, 150530.974987031)
"5828","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(129201.685875444, 86723.9088030697)
"5829","Carcinus maenas","2008-05-23","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(27936.49196822, 41817.4045220471)
"5830","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-87909.3969241796, -104834.976785189)
"5831","Carcinus maenas","2009-08-31","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-15952.4037492703, 52555.1778849308)
"5832","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-40569.7644560087, -68541.5076827623)
"5833","Ostrea edulis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(224159.074872668, 100442.56484293)
"5834","Carcinus maenas","1975-08-12T12:00:00Z","MIDI","OBIS","https://obis.org/dataset/56e46fd2-6162-4677-af50-9410fe08f834",c(-181947.956209162, -54800.5731551202)
"5835","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-37559.095960381, -76433.2198834376)
"5836","Carcinus maenas","2006","Dalhousie University - Department of Oceanography","OBIS","https://obis.org/dataset/929bf4b0-f025-458e-938f-774bdcfb50a6",c(171942.904173543, 69029.3412990255)
"5837","Carcinus maenas","2004-07-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75804.3877860773, 121249.880794227)
"5838","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-45373.5834545986, 105015.205840598)
"5839","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-191200.602583142, -198765.143030858)
"5840","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(34182.4047619312, 125011.19596871)
"5841","Botrylloides violaceus","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-53239.5127956083, 121214.719383424)
"5842","Carcinus maenas","2008-09-18","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(65380.2043471461, 117126.510672846)
"5843","Codium fragile subsp. fragile",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-50442.8219510207, 118996.300311284)
"5844","Botrylloides violaceus","2018-10-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-62076.184390213, 150912.844163609)
"5845","Carcinus maenas","2011-07-05","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-123957.068816235, 131439.476069222)
"5846","Botrylloides violaceus","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(157681.518858336, 140708.575788163)
"5847","Carcinus maenas","2009-05-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75621.2560694099, 121042.468877622)
"5848","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(63449.3917071087, 117717.712017899)
"5849","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42048.2400789715, 97231.6079149547)
"5850","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(28879.9375484771, 37876.2748774242)
"5851","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(143405.682216123, 26188.1090029049)
"5852","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-180587.854649607, -177385.385263503)
"5853","Carcinus maenas","2010-06-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40247.3340556403, 99893.1032264945)
"5854","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76056.5299762317, 120740.484688771)
"5855","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-111029.805307138, 47157.4087241947)
"5856","Botryllus schlosseri","2018-10-01","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-1914.96635028269, 103288.354916471)
"5857","Carcinus maenas","2011-08-10","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(45590.7812213581, 80040.1036602963)
"5858","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76207.7991392044, 120949.073117615)
"5859","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(163214.774402482, 72885.5394213704)
"5860","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(75660.6958641198, 121031.280431528)
"5861","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-140002.194015802, -151863.09607548)
"5862","Botrylloides violaceus","2018-09-27","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(93534.0651131288, 51393.3490513031)
"5863","Carcinus maenas","2006-06-01","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75804.3877860773, 121249.880794227)
"5864","Carcinus maenas","2009-06-30","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(92925.6313082383, 42059.1361454281)
"5865","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(44221.5348494175, 96246.5349188483)
"5866","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(39125.0515293288, 97530.3486134238)
"5867","Carcinus maenas","2011-07-11","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-81042.6557942197, 97415.4043616092)
"5868","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-96130.3979672887, -92287.5432090961)
"5869","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(108348.905047885, -20701.5490593629)
"5870","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(201084.001576874, 181452.834554042)
"5871","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-97082.6054465027, -91116.5610480136)
"5872","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-89483.1988138894, -102382.225821145)
"5873","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-43747.7345970171, 60665.6193681859)
"5874","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(133312.121763262, 36445.3877875611)
"5875","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(206075.995784073, 112442.061742229)
"5876","Ciona intestinalis","2018-09-19","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(44732.5388646311, 78509.1928971075)
"5877","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(31510.3919782249, 42359.8805205268)
"5878","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-99593.3906516966, -95263.4383382691)
"5879","Carcinus maenas","2008-07-14","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(14709.431616307, 84464.3243044792)
"5880","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(131118.1855508, 87264.1221023003)
"5881","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-238107.996715834, -172917.1588771)
"5882","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(162642.81016569, 25494.9024700056)
"5883","Botrylloides violaceus","2018-10-01","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-9133.82994903791, 94267.984415226)
"5884","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(8096.20975175058, 122297.018115085)
"5885","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(128204.303364148, 88198.1888605026)
"5886","Carcinus maenas","2005-09-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(76203.7606960495, 121008.485795009)
"5887","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-231213.70586188, -172113.663504846)
"5888","Codium fragile subsp. fragile",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(14907.103720078, 84292.5572635204)
"5889","Carcinus maenas","2011-07-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(130418.107466316, 87179.3978921298)
"5890","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-180587.854649607, -177385.385263503)
"5891","Carcinus maenas","2003-09-25 0:00:00","Cape Breton University","OBIS","https://obis.org/dataset/7dfd8459-c7ce-455e-9cb3-439f406bd1e3",c(178006.203110359, 54439.8821993209)
"5892","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-95974.2180723455, -88822.2514368129)
"5893","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-63466.6536921335, 131627.557287093)
"5894","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(131118.1855508, 87264.1221023003)
"5895","Botrylloides violaceus","2018-10-01","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-1875.62350663189, 103321.681365026)
"5896","Carcinus maenas","2014-07-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-24843.3433391993, 98748.7775279944)
"5897","Carcinus maenas","2009-08-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(93620.825573459, 43409.8989240592)
"5898","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(95700.5680154399, 43226.5017787849)
"5899","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93644.0838603111, 41836.473536158)
"5900","Carcinus maenas","2007-08-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(76381.3683671671, 121313.098686738)
"5901","Carcinus maenas","2010-06-30","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(76203.7606960495, 121008.485795009)
"5902","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(167118.087741333, 25228.8092487744)
"5903","Carcinus maenas","2021-09-01T00:00:00Z",NA,"OBIS","https://obis.org/dataset/a9624ba0-d7cc-4e60-bfd9-ce40817fdbc6",c(-245988.606196001, -11093.9627881871)
"5904","Botrylloides violaceus","2018-10-04","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(32170.3341334255, 48826.4227733088)
"5905","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93620.5969495251, 43409.5621541703)
"5906","Carcinus maenas",NA,NA,"OBIS","https://obis.org/dataset/d4605821-3213-472a-9c45-55878f8ab4e7",c(137040.390898358, 104622.410428872)
"5907","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76371.9164336615, 121362.330416048)
"5908","Carcinus maenas","2009-06-08","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43572.01382171, 80504.8217292562)
"5909","Carcinus maenas","2004-06-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(27936.49196822, 41817.4045220471)
"5910","Codium fragile subsp. fragile",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-57657.5764003878, 95109.7406996214)
"5911","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-64563.2280454368, -79290.4329424391)
"5912","Carcinus maenas","2011-06-06","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(63119.0641652251, 117813.253250127)
"5913","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-72650.2282354519, 145004.758780991)
"5914","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(152369.87538302, -5610.16293510762)
"5915","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-182791.633507478, -190440.415772198)
"5916","Carcinus maenas","2007-09-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(31851.7421417782, 42621.5970806466)
"5917","Carcinus maenas","2007-08-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(34831.9623197873, 36059.8951839206)
