"","scientificName","eventDate","author","provenance","url","geometry"
"11185","Codium fragile","2022-04-29","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/114406203",c(-31267.1952569582, -76946.8228667584)
"11186","Codium fragile","2022-04-30","ckentns","iNaturalist (research)","https://www.inaturalist.org/observations/113886860",c(-28486.7701826143, -78209.9259693417)
"11187","Codium fragile","2022-03-26","botanybeag","iNaturalist (research)","https://www.inaturalist.org/observations/109560634",c(-31233.3971812931, -76590.1386819272)
"11188","Codium fragile","2022-03-19","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/108977132",c(-24864.9433439847, -71879.860763084)
"11189","Codium fragile","2022-03-10","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/108517318",c(-71275.1824241329, -71839.6761517336)
"11190","Codium fragile","2022-03-10","melissaristow","iNaturalist (research)","https://www.inaturalist.org/observations/108311389",c(-41425.5232967564, -93413.659323978)
"11191","Codium fragile","2022-02-21","odiellus","iNaturalist (research)","https://www.inaturalist.org/observations/107194411",c(-6238.61161824294, -66462.1988052125)
"11192","Codium fragile","2022-01-31","melissaristow","iNaturalist (research)","https://www.inaturalist.org/observations/105926692",c(-2560.00268482301, -67567.1168480225)
"11193","Codium fragile","2021-09-27","echocreek","iNaturalist (research)","https://www.inaturalist.org/observations/105434860",c(-103939.995163224, -117706.470146961)
"11194","Codium fragile","2021-09-23","echocreek","iNaturalist (research)","https://www.inaturalist.org/observations/105232546",c(17225.4289661598, -63602.5387783336)
"11195","Codium fragile","2021-12-31","botanybeag","iNaturalist (research)","https://www.inaturalist.org/observations/104177736",c(-1728.60109486326, -67756.5341522277)
"11196","Codium fragile","2021-12-27","ipat","iNaturalist (research)","https://www.inaturalist.org/observations/103980667",c(-112223.617524422, -127411.539758711)
"11197","Codium fragile","2021-12-21","leahdef","iNaturalist (research)","https://www.inaturalist.org/observations/103529813",c(-75184.2191459003, -73928.5137909942)
"11198","Codium fragile","2021-11-20","camryngallagher","iNaturalist (research)","https://www.inaturalist.org/observations/101541892",c(-36839.7417889435, -75536.8182672969)
"11199","Codium fragile","2021-11-11","jtulk","iNaturalist (research)","https://www.inaturalist.org/observations/100867090",c(-106033.882083587, -117860.203814323)
"11200","Codium fragile","2021-11-07","chapeau624","iNaturalist (research)","https://www.inaturalist.org/observations/100499961",c(-95026.5512570097, -92153.8415420676)
"11201","Codium fragile","2021-08-29","k_corbin","iNaturalist (research)","https://www.inaturalist.org/observations/99427304",c(-76701.7470973655, -88060.5584787674)
"11202","Codium fragile","2021-10-16","mgregoire","iNaturalist (research)","https://www.inaturalist.org/observations/98692559",c(-66750.3524734803, -73751.3551080944)
"11203","Codium fragile","2021-10-13","alexis_orion","iNaturalist (research)","https://www.inaturalist.org/observations/98331114",c(-70805.3167961708, -72059.008397111)
"11204","Codium fragile","2021-10-07","roswellnm17","iNaturalist (research)","https://www.inaturalist.org/observations/98164810",c(-65175.4829267796, -88906.5259248172)
"11205","Codium fragile","2021-10-11","ladyslipperz","iNaturalist (research)","https://www.inaturalist.org/observations/97969101",c(-76375.6715369557, -77523.7088249922)
"11206","Codium fragile","2021-10-11","ladyslipperz","iNaturalist (research)","https://www.inaturalist.org/observations/97968799",c(-76347.6316204975, -77502.1939686271)
"11207","Codium fragile","2021-10-11","nataliemahara","iNaturalist (research)","https://www.inaturalist.org/observations/97918442",c(-58908.5072362548, -88790.4348390606)
"11208","Codium fragile","2021-10-08","dani_b","iNaturalist (research)","https://www.inaturalist.org/observations/97571179",c(-39255.7971503432, -74113.0266363318)
"11209","Codium fragile","2021-10-03","botanybeag","iNaturalist (research)","https://www.inaturalist.org/observations/97051550",c(-64676.7261114729, -88416.7574789431)
"11210","Codium fragile","2021-09-27","ashleyjwillis","iNaturalist (research)","https://www.inaturalist.org/observations/96647156",c(-37269.9092316299, -75556.6154118617)
"11211","Codium fragile","2021-09-29","sollowsd","iNaturalist (research)","https://www.inaturalist.org/observations/96612675",c(-245951.810795333, -161439.718466525)
"11212","Codium fragile","2021-09-27","grivesolitaire","iNaturalist (research)","https://www.inaturalist.org/observations/96528977",c(-54494.3097952316, -90843.1617035585)
"11213","Codium fragile","2021-08-23","mjlunn","iNaturalist (research)","https://www.inaturalist.org/observations/96025635",c(-41252.8655413254, -93127.0085912218)
"11214","Codium fragile","2021-09-24","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/96022275",c(-95462.2802109506, -110157.18358347)
"11215","Codium fragile","2021-09-23","kristennoel","iNaturalist (research)","https://www.inaturalist.org/observations/95898813",c(-198706.194198458, -193593.275128034)
"11216","Codium fragile","2021-09-23","kristennoel","iNaturalist (research)","https://www.inaturalist.org/observations/95898199",c(-198731.74905714, -193541.893485344)
"11217","Codium fragile","2021-09-23","doreenp","iNaturalist (research)","https://www.inaturalist.org/observations/95897735",c(-198730.969794034, -193529.449930836)
"11218","Codium fragile","2021-09-23","doreenp","iNaturalist (needs_id)","https://www.inaturalist.org/observations/95896872",c(-198730.515088694, -193523.609180851)
"11219","Codium fragile","2021-09-23","carolwilliams","iNaturalist (research)","https://www.inaturalist.org/observations/95896491",c(-198727.974171927, -193524.117906508)
"11220","Codium fragile","2021-09-23","kristennoel","iNaturalist (research)","https://www.inaturalist.org/observations/95896332",c(-198761.1373791, -193528.273618241)
"11221","Codium fragile","2021-09-23","jgilice1","iNaturalist (research)","https://www.inaturalist.org/observations/95896307",c(-198742.023137196, -193515.781460908)
"11222","Codium fragile","2021-09-23","doreenp","iNaturalist (research)","https://www.inaturalist.org/observations/95896293",c(-198724.51481275, -193521.94778878)
"11223","Codium fragile","2021-09-23","nickknutson","iNaturalist (research)","https://www.inaturalist.org/observations/95896240",c(-198733.61251956, -193519.960080796)
"11224","Codium fragile","2021-09-23","novifan","iNaturalist (research)","https://www.inaturalist.org/observations/95896012",c(-220399.131570023, -172066.825947147)
"11225","Codium fragile","2021-09-23","gabrielle46","iNaturalist (research)","https://www.inaturalist.org/observations/95876755",c(-21848.0349929979, -72825.5045121997)
"11226","Codium fragile","2021-09-22","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/95847006",c(-112213.589470615, -127405.235845854)
"11227","Codium fragile","2021-09-19","sophia-friesen","iNaturalist (research)","https://www.inaturalist.org/observations/95415761",c(-33089.6267985209, -77186.8913383027)
"11228","Codium fragile","2021-09-18","motherofgeorge","iNaturalist (research)","https://www.inaturalist.org/observations/95300970",c(-21786.1838831016, -72830.7437994466)
"11229","Codium fragile","2021-09-11","birdadette","iNaturalist (research)","https://www.inaturalist.org/observations/94763594",c(-98802.4245222638, -95810.0131465604)
"11230","Codium fragile","2021-09-11","nickbelliveau","iNaturalist (research)","https://www.inaturalist.org/observations/94586410",c(-31173.2780310298, -76866.6814931709)
"11231","Codium fragile","2021-09-11","rosemarycurley","iNaturalist (research)","https://www.inaturalist.org/observations/94582954",c(-75946.7717823089, 138952.027674252)
"11232","Codium fragile","2021-09-10","odiellus","iNaturalist (research)","https://www.inaturalist.org/observations/94428195",c(98628.1122882714, -20892.8981297809)
"11233","Codium fragile","2021-09-09","lauraoc","iNaturalist (research)","https://www.inaturalist.org/observations/94259082",c(-181299.730213619, -186026.535705307)
"11234","Codium fragile","2021-09-08","johnklymko","iNaturalist (research)","https://www.inaturalist.org/observations/94151863",c(-203530.889651163, -205915.593832226)
"11235","Codium fragile","2021-09-07","brandonrobson","iNaturalist (research)","https://www.inaturalist.org/observations/94065596",c(-22218.3965477, -72783.336172344)
"11236","Codium fragile","2021-09-05","ianmanning","iNaturalist (research)","https://www.inaturalist.org/observations/94059355",c(-139673.2554031, -161994.236158322)
"11237","Codium fragile","2021-09-07","lauraoc","iNaturalist (research)","https://www.inaturalist.org/observations/94034205",c(-139660.359222593, -161451.907001695)
"11238","Codium fragile","2021-09-05","flyersmith","iNaturalist (research)","https://www.inaturalist.org/observations/93925340",c(-139649.704310009, -161991.280960236)
"11239","Codium fragile","2021-08-24","stariplativky","iNaturalist (research)","https://www.inaturalist.org/observations/93510368",c(-41383.0949339213, -93547.271573913)
"11240","Codium fragile","2021-09-01","jaegerpilot","iNaturalist (research)","https://www.inaturalist.org/observations/93421981",c(-70952.7285561368, -71861.843925256)
"11241","Codium fragile","2021-08-26","zetsybeth","iNaturalist (research)","https://www.inaturalist.org/observations/93129670",c(98795.3942538449, -20706.3801144796)
"11242","Codium fragile","2021-08-26","jaegerpilot","iNaturalist (research)","https://www.inaturalist.org/observations/92604976",c(-18405.7307340343, -72891.8456408847)
"11243","Codium fragile","2021-08-23","avens3","iNaturalist (research)","https://www.inaturalist.org/observations/92412197",c(-93582.1032997773, -114266.298783755)
"11244","Codium fragile","2021-08-08","jen-will","iNaturalist (needs_id)","https://www.inaturalist.org/observations/90517389",c(-15299.1873857772, 129372.198886603)
"11245","Codium fragile","2021-08-07","jen_fraser","iNaturalist (research)","https://www.inaturalist.org/observations/90279123",c(-25315.3308268337, -72569.3853669932)
"11246","Codium fragile","2021-08-03","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/89850201",c(-138445.800129636, -159611.890214589)
"11247","Codium fragile","2021-08-03","sandwich","iNaturalist (research)","https://www.inaturalist.org/observations/89849017",c(-138468.925633889, -159964.424917604)
"11248","Codium fragile","2021-07-28","alyssa_densmore","iNaturalist (research)","https://www.inaturalist.org/observations/89099573",c(-143479.936915402, -162310.82092256)
"11249","Codium fragile","2021-07-29","erpitman","iNaturalist (research)","https://www.inaturalist.org/observations/89090466",c(-71310.7169661183, -71835.0391059916)
"11250","Codium fragile","2021-07-24","mgregoire","iNaturalist (research)","https://www.inaturalist.org/observations/88417847",c(-66371.7409562099, -73866.0806278777)
"11251","Codium fragile","2021-07-20","hamr_brdr","iNaturalist (research)","https://www.inaturalist.org/observations/88064152",c(-203624.645996907, -206143.043739151)
"11252","Codium fragile","2021-07-19","nicholas_fernandez","iNaturalist (research)","https://www.inaturalist.org/observations/87786226",c(-36989.2856559775, -75625.7926720681)
"11253","Codium fragile","2021-07-15","alexisgodin","iNaturalist (research)","https://www.inaturalist.org/observations/87330585",c(-55027.1441728214, 95874.3694106107)
"11254","Codium fragile","2021-07-09","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/86388905",c(-24876.5050146915, -71802.5772147664)
"11255","Codium fragile","2021-07-01","laragibson","iNaturalist (research)","https://www.inaturalist.org/observations/85370813",c(-65416.7816798084, -88479.047363634)
"11256","Codium fragile","2021-06-29","alba_nuadh","iNaturalist (research)","https://www.inaturalist.org/observations/85147182",c(-93860.9945430805, -82169.2830586933)
"11257","Codium fragile","2021-06-24","angelamac","iNaturalist (research)","https://www.inaturalist.org/observations/84324820",c(98299.1678642134, -25514.4489569789)
"11258","Codium fragile","2021-06-01","ladyashley","iNaturalist (research)","https://www.inaturalist.org/observations/81220336",c(-95080.9426925469, -98585.4871695305)
"11259","Codium fragile","2021-05-20","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/79628516",c(-28168.3966547717, -78516.7904335512)
"11260","Codium fragile","2021-05-13","randi651","iNaturalist (research)","https://www.inaturalist.org/observations/78658297",c(10380.7502431065, 92153.5736727627)
"11261","Codium fragile","2021-05-02","donaldk","iNaturalist (research)","https://www.inaturalist.org/observations/77443414",c(-21927.5920547238, -72815.8806678231)
"11262","Codium fragile","2021-05-02","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/77310896",c(-21136.4937602115, -73008.9520751514)
"11263","Codium fragile","2021-05-02","mkkennedy","iNaturalist (research)","https://www.inaturalist.org/observations/77300715",c(-22087.4556267093, -72775.9027203039)
