COUNTY,NAME,EASTING,NORTHING,CAPTURE DATE,SPECIES COMMON NAME,CAPTURE METHOD NAME,ORIGIN
Cumberland,WELTON,384309,5038520,08/20/1973,Golden Shiner,100 ft gill net,Natural Occurrence
Cumberland,WELTON,384309,5038520,08/20/1973,Four Spine Stickleback,seine net,Natural Occurrence
Cumberland,WELTON,384309,5038520,08/20/1973,Banded Killifish,seine net,Natural Occurrence
Cumberland,WIGMORE,450601,5064700,07/20/1973,Yellow Perch,100 ft gill net,Natural Occurrence
Cumberland,WIGMORE,450601,5064700,07/20/1973,Brown Bullhead,100 ft gill net,Natural Occurrence
Cumberland,WIGMORE,450601,5064700,07/20/1973,White Sucker,100 ft gill net,Natural Occurrence
Cumberland,WIGMORE,450601,5064700,07/20/1973,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,AMEROS,268229,4916920,01/01/1990,Chain Pickerel,angling,Illegal Introduction
Digby,AMEROS,268229,4916920,09/27/1983,Brook Trout,100 ft gill net,Natural Occurrence
Digby,AMEROS,268229,4916920,09/27/1983,White Perch,100 ft gill net,Natural Occurrence
Digby,AMEROS,268229,4916920,09/27/1983,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,AMEROS,268229,4916920,09/27/1983,American Eel,visual observation,Natural Occurrence
Digby,AMEROS,268229,4916920,09/27/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,AMEROS,268229,4916920,09/27/1983,Banded Killifish,seine net,Natural Occurrence
Digby,AMIRAULT,274489,4927540,08/29/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,AMIRAULT,274489,4927540,08/29/1983,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,AMIRAULT,274489,4927540,08/29/1983,Banded Killifish,seine net,Natural Occurrence
Digby,ANDERWS,272702,4930190,09/14/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,ANDERWS,272702,4930190,09/14/1983,American Eel,visual observation,Natural Occurrence
Digby,ANDERWS,272702,4930190,09/14/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,ANDERWS,272702,4930190,09/14/1983,Banded Killifish,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,01/01/1992,Chain Pickerel,angling,Illegal Introduction
Digby,ARTHURS,266217,4914480,06/18/1985,White Perch,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,American Eel,unknown,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,Lake Chub,minnow pail,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,ARTHURS,266217,4914480,06/18/1985,Banded Killifish,seine net,Natural Occurrence
Digby,BARNES,287718,4934360,09/13/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BARNES,287718,4934360,09/13/1983,American Eel,visual observation,Natural Occurrence
Digby,BARNES,287718,4934360,09/13/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,BARNES,287718,4934360,09/13/1983,Banded Killifish,seine net,Natural Occurrence
Digby,BARTLETTS,255512,4913810,07/15/1988,White Perch,300 ft gill net,Natural Occurrence
Digby,BARTLETTS,255512,4913810,07/15/1988,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BARTLETTS,255512,4913810,07/15/1988,White Sucker,300 ft gill net,Natural Occurrence
Digby,BARTLETTS,255512,4913810,07/15/1988,Banded Killifish,seine net,Natural Occurrence
Digby,BEAVER,257586,4900260,01/01/1993,Chain Pickerel,angling,Illegal Introduction
Digby,BEAVER,257586,4900260,07/05/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,Golden Shiner,seine net,Natural Occurrence
Digby,BEAVER,257586,4900260,07/05/1982,Banded Killifish,seine net,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,White Perch,unknown,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,Yellow Perch,unknown,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,Brown Bullhead,unknown,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,American Eel,unknown,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,Golden Shiner,unknown,Natural Occurrence
Digby,BELLIVEAU,257495,4913050,08/13/2002,Banded Killifish,unknown,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,American Eel,unknown,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,White Sucker,100 ft gill net,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,BIG TOM WALLACE,284612,4928780,07/05/1986,Banded Killifish,minnow pail,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,Brook Trout,100 ft gill net,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,American Eel,unknown,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,BIG UNIACKE,284334,4922930,06/24/1985,Banded Killifish,seine net,Natural Occurrence
Digby,BILL,268200,4913210,07/11/1985,White Perch,100 ft gill net,Natural Occurrence
Digby,BILL,268200,4913210,07/11/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BILL,268200,4913210,07/11/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BILL,268200,4913210,07/11/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,BILL,268200,4913210,07/11/1985,Banded Killifish,seine net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,06/11/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,06/11/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,06/11/1985,American Eel,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,06/11/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,06/11/1985,Banded Killifish,seine net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,Brook Trout,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,American Eel,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,White Sucker,100 ft gill net,Natural Occurrence
Digby,BRIGHTS,267753,4913820,08/26/1952,Banded Killifish,seine net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,Brook Trout,100 ft gill net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,White Perch,100 ft gill net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,American Eel,unknown,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,White Sucker,100 ft gill net,Natural Occurrence
Digby,BULL,259702,4912160,08/02/1979,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,09/17/1995,White Perch,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,09/17/1995,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,09/17/1995,American Eel,visual observation,Natural Occurrence
Digby,CLARE,251881,4898290,09/17/1995,White Sucker,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,09/17/1995,Banded Killifish,seine net,Natural Occurrence
Digby,CLARE,251881,4898290,08/20/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,08/20/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,08/20/1982,American Eel,visual observation,Natural Occurrence
Digby,CLARE,251881,4898290,08/20/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,CLARE,251881,4898290,08/20/1982,Banded Killifish,seine net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/11/2010,Smallmouth Bass,angling,Illegal Introduction
Digby,CLEARWATER,256903,4898200,01/01/2003,Smallmouth Bass,unknown,Illegal Introduction
Digby,CLEARWATER,256903,4898200,09/17/1995,White Perch,300 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,09/17/1995,Yellow Perch,300 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,09/17/1995,Brown Bullhead,300 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,09/17/1995,White Sucker,300 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,09/17/1995,Alewife (Gaspereau),300 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,Brook Trout,100 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,White Perch,100 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,White Sucker,100 ft gill net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,Banded Killifish,seine net,Natural Occurrence
Digby,CLEARWATER,256903,4898200,08/19/1981,Alewife (Gaspereau),100 ft gill net,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,American Eel,visual observation,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,COLIBRI,278367,4912940,06/27/1985,Banded Killifish,seine net,Natural Occurrence
Digby,CRANBERRY,252058,4893520,01/01/1996,Smallmouth Bass,unknown,Legal Introduction
Digby,CRANBERRY,252058,4893520,01/01/1994,Smallmouth Bass,unknown,Illegal Introduction
Digby,CRANBERRY,252058,4893520,01/01/1994,Chain Pickerel,angling,Illegal Introduction
Digby,CRANBERRY,252058,4893520,08/16/1982,Smallmouth Bass,angling,Illegal Introduction
Digby,CRANBERRY,252058,4893520,08/16/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,CRANBERRY,252058,4893520,08/16/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,CRANBERRY,252058,4893520,08/16/1982,Banded Killifish,seine net,Natural Occurrence
Digby,CRANBERRY,252058,4893520,08/16/1982,Alewife (Gaspereau),seine net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/12/1982,Brook Trout,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/12/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/12/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/12/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/12/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/14/1968,Brook Trout,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/14/1968,White Perch,100 ft gill net,Natural Occurrence
Digby,DOCTORS,250659,4882720,08/14/1968,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Atlantic Salmon,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Brook Trout,visual observation,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Smallmouth Bass,angling,Illegal Introduction
Digby,DOUCETTE,249616,4883490,07/16/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,DOUCETTE,249616,4883490,07/16/1982,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,DOYLES,277160,4913620,07/02/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,DOYLES,277160,4913620,07/02/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,DOYLES,277160,4913620,07/02/1985,American Eel,unknown,Natural Occurrence
Digby,DOYLES,277160,4913620,07/02/1985,Banded Killifish,seine net,Natural Occurrence
Digby,EEL,256494,4902530,01/01/1993,Chain Pickerel,angling,Illegal Introduction
Digby,EEL,256494,4902530,07/05/1982,Brook Trout,100 ft gill net,Natural Occurrence
Digby,EEL,256494,4902530,07/05/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,EEL,256494,4902530,07/05/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,EEL,256494,4902530,07/05/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,EEL,256494,4902530,07/05/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,EEL,256494,4902530,07/05/1982,Banded Killifish,seine net,Natural Occurrence
Digby,ELLISON,282369,4935770,09/21/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,ELLISON,282369,4935770,09/21/1983,American Eel,100 ft gill net,Natural Occurrence
Digby,ELLISON,282369,4935770,09/21/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,ELLISON,282369,4935770,09/21/1983,Golden Shiner,minnow pail,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/24/1988,White Perch,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/24/1988,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/24/1988,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/24/1988,American Eel,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/24/1988,White Sucker,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,Brook Trout,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,ENGLISH,255733,4894180,08/11/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,American Eel,visual observation,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,Creek Chub,100 ft gill net,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,Nine Spine Stickleback,minnow pail,Natural Occurrence
Digby,EVERITT,272337,4925720,09/20/1983,Banded Killifish,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,09/17/1995,White Perch,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,09/17/1995,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,09/17/1995,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,09/17/1995,American Eel,visual observation,Natural Occurrence
Digby,FARISH,258214,4886360,09/17/1995,White Sucker,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,08/04/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,08/04/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,08/04/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,FARISH,258214,4886360,08/04/1982,American Eel,visual observation,Natural Occurrence
Digby,FARISH,258214,4886360,08/04/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,American Eel,visual observation,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,Banded Killifish,seine net,Natural Occurrence
Digby,GASPEREAU,249829,4888770,08/09/1982,Alewife (Gaspereau),seine net,Natural Occurrence
Digby,GERMAIN,257092,4901890,01/01/1993,Chain Pickerel,angling,Illegal Introduction
Digby,GERMAIN,257092,4901890,07/05/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,American Eel,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,GERMAIN,257092,4901890,07/05/1982,Banded Killifish,seine net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Brook Trout,visual observation,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Yellow Perch,300 ft gill net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Brown Bullhead,300 ft gill net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,American Eel,visual observation,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,White Sucker,300 ft gill net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Lake Chub,trap net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Creek Chub,100 ft gill net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Nine Spine Stickleback,minnow pail,Natural Occurrence
Digby,HAINES,276876,4932820,09/12/1983,Banded Killifish,trap net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,Brook Trout,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,White Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,White Sucker,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,09/17/1995,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,06/16/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,06/16/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,06/16/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,06/16/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,06/16/1982,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,Brook Trout,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,White Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,White Sucker,100 ft gill net,Natural Occurrence
Digby,HECTANOOGA,257657,4887080,08/08/1962,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,HERON,252704,4895120,01/01/1994,Chain Pickerel,angling,Illegal Introduction
Digby,HERON,252704,4895120,08/17/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,HERON,252704,4895120,08/17/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HERON,252704,4895120,08/17/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HERON,252704,4895120,08/17/1982,Banded Killifish,seine net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,White Perch,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,American Eel,visual observation,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/31/1983,Banded Killifish,seine net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/07/1968,Brook Trout,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/07/1968,White Perch,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/07/1968,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HOURGLASS,266520,4912360,08/07/1968,White Sucker,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,Brook Trout,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,White Perch,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,American Eel,visual observation,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,White Sucker,100 ft gill net,Natural Occurrence
Digby,HUNTER,262780,4891790,08/04/1982,Banded Killifish,seine net,Natural Occurrence
Digby,JIB,260851,4911190,01/01/1995,Chain Pickerel,angling,Illegal Introduction
Digby,JIB,260851,4911190,08/01/1979,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,JIB,260851,4911190,08/01/1979,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,JIB,260851,4911190,08/01/1979,American Eel,100 ft gill net,Natural Occurrence
Digby,JIB,260851,4911190,08/01/1979,White Sucker,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,Brook Trout,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,American Eel,trap net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,White Sucker,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/17/1985,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,09/12/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,09/12/1983,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,09/12/1983,American Eel,trap net,Natural Occurrence
Digby,JOLI,296569,4927320,09/12/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/20/1953,Brook Trout,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/20/1953,White Perch,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/20/1953,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/20/1953,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,JOLI,296569,4927320,07/20/1953,American Eel,trap net,Natural Occurrence
Digby,JOURNEAYS,260142,4920320,09/28/1983,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,JOURNEAYS,260142,4920320,09/28/1983,American Eel,visual observation,Natural Occurrence
Digby,JOURNEAYS,260142,4920320,09/28/1983,White Sucker,100 ft gill net,Natural Occurrence
Digby,JOURNEAYS,260142,4920320,09/28/1983,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,JOURNEAYS,260142,4920320,09/28/1983,Banded Killifish,seine net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Brook Trout,100 ft gill net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Brown Bullhead,100 ft gill net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,American Eel,visual observation,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,White Sucker,100 ft gill net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Creek Chub,100 ft gill net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Golden Shiner,100 ft gill net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Four Spine Stickleback,seine net,Natural Occurrence
Digby,KNOCKWOOOD,282131,4921230,08/06/1981,Banded Killifish,seine net,Natural Occurrence
Digby,LAC A PECEE,252414,4889880,08/05/1988,White Perch,300 ft gill net,Natural Occurrence
Digby,LAC A PECEE,252414,4889880,08/05/1988,Yellow Perch,100 ft gill net,Natural Occurrence
Digby,LAC A PECEE,252414,4889880,08/05/1988,Brown Bullhead,300 ft gill net,Natural Occurrence
Digby,LAC A PECEE,252414,4889880,08/05/1988,Banded Killifish,seine net,Natural Occurrence
Digby,LAC A PIERRE,254748,4902370,09/17/1995,Brook Trout,100 ft gill net,Natural Occurrence
Digby,LAC A PIERRE,254748,4902370,09/17/1995,Chain Pickerel,angling,Illegal Introduction
